id	tweet	subtask_a	subtask_b	subtask_c
63482	@USER is advocating for conduct within bounds of Human Rights but can the terrorists can be categorized as Human? They kill people mostly innocent just like berserk wild beasts. Even wild beasts kill only when hungry. So I feel that the Indian Army who are doing greatly. URL	OFF	TIN	GRP
33567	@USER @USER @USER So have the conservatives accepted the antisemitism definition yet?..	NOT	NULL	NULL
22965	@USER Can we all agree that Tomlins seat is heating up? I'm tired of hearing hes safe over his regular season record. He is wasting championship opportunities and the shenanigans are getting old	NOT	NULL	NULL
11132	@USER when you coming to ohio?	NOT	NULL	NULL
87416	@USER @USER @USER @USER Liars like the Antifa twins you vigorously defend?	OFF	TIN	GRP
56034	"@USER @USER He is involved because he was there! Now he needs to man up and be at this hearing. Since when is it a choice to answer questions if you're a witness? If course his black out drunk"" phase might come into this."""	NOT	NULL	NULL
34461	@USER @USER @USER How much lonely she is and how much she misses her azeez dost and how much she needs that touch to comfort her restless head right now is all evident in this one freaking scene! Bow to these amazing actors💕 #JenShad is major actors and couple goals💕🔥 #AdiYa #Bepannaah	NOT	NULL	NULL
90041	@USER @USER Billy you have a short memory. Obama tried to get in commonsense gun control is especially after Sandyhook. The parents even came in and begged Congress to do something about automatic weapons. But the NRA had such a hold on Congress Democrats and repugs nothing was done	NOT	NULL	NULL
93038	@USER @USER BUT GUN CONTROL!!!	NOT	NULL	NULL
98824	@USER She is not the brightest light on the tree.	NOT	NULL	NULL
99696	@USER 😂😂😂😂😂😂 if I say you are mad now you will say I'm tired of you.	NOT	NULL	NULL
17500	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Retweet complete &amp; followed all patriots!🇺🇸🌪️🚨❌✌️	NOT	NULL	NULL
95338	@USER Sometimes I get strong vibes from people and this man’s vibe is tens of millions of murders - he is more dangerous than DT.	OFF	TIN	IND
67210	Benidorm ✅  Creamfields ✅  Maga ✅   Not too shabby of a summer	NOT	NULL	NULL
82921	@USER And why report this garbage.  We don't give a crap.	OFF	TIN	OTH
27429	@USER Pussy	OFF	UNT	NULL
46552	#Spanishrevenge vs. #justice #HumanRights and #FreedomOfExpression #Spain is a  #fakedemocracy @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER #cddr #shameonSpain #WakeupEurope @USER URL	NOT	NULL	NULL
